TOI,P_mean,P_std
TOI0254,4.468034996630615,0.22426378706140682
TOI0255,0.8203044494683283,0.1165314307037861
TOI0256,0.646319683729421,0.3033758197720666
TOI0257,4.091975477325174,0.77151417176917
TOI0258,3.334604665247044,0.2370157141157782
TOI0259,9.102225600981956,0.0
TOI0260,6.697202457284654,0.0
TOI0261,0.8305394628672322,0.4587423970613754
TOI0262,7.331672099029557,2.297175637152627
TOI0263,0.5574298024089673,0.0007682608461426765
TOI0264,1.9293312216112477,0.4749416574473926
TOI0265,1.6123399382923758,0.9411633999363398
TOI0266,2.8114370609916173,2.4649706478425073
TOI0267,1.2465572599783756,0.13695468091830693
TOI0268,1.9770995560916713,1.3486151065292797
TOI0269,2.3295576461419674,2.100400167178169
TOI0270,4.324101165772393,3.155544963010959
TOI0271,4.108234931690617,1.6550975668239811
TOI0272,1.23988709107717,0.4131500212725223
TOI0273,0.9540891818273882,0.4805483709069452
TOI0274,4.52431149822629,0.12165232479105727
TOI0275,1.287218388547388,0.45017279453916653
TOI0276,2.762077646000935,0.9145484587063254
TOI0277,2.8573247559705224,2.549750804277575
TOI0278,0.3242831140369058,0.025768583314340787
TOI0279,8.174035828659742,1.7518813366144022
TOI0280,7.957849319253842,2.0421506807461576
TOI0281,3.840066323977455,1.6910481516315012
TOI0282,3.1751089264844534,1.082542324954319
TOI0283,7.284703272517658,2.200648640921308
TOI0284,7.24327638014101,2.015522340805823
TOI0285,3.6318541898061047,3.012119348484984
TOI0286,6.6169819031614905,2.118861566445699
TOI0287,3.717822567262068,0.0
TOI0288,5.184208653462424,0.05267040265760037
TOI0289,0.20028346950213677,0.09601515459149637
TOI0290,2.210977324432112,1.6862037027094878
TOI0291,4.649262299618467,0.0
TOI0292,1.384964085471852,0.0
TOI0295,0.5655555569284,0.0
TOI0296,4.878036646375525,2.08619901992116
TOI0297,5.883092431595571,0.0
TOI0298,2.649652153537905,0.0
TOI0299,7.48953427912039,0.0
TOI0301,0.417456068444428,0.0
TOI0303,0.5930682579045301,0.0
TOI0304,6.412168306759244,0.0
TOI0305,2.2092073143717275,0.0
TOI0306,2.2725381890955934,0.0
TOI0307,3.508297549735429,0.0
TOI0309,4.383513007215406,0.0
TOI0310,1.4243151847419813,0.0
TOI0312,4.051018542620136,0.0
TOI0314,5.476370630452942,0.0
TOI0315,0.588999902559573,0.0
TOI0316,2.723555857965912,0.0
TOI0317,4.31322252021295,0.0
TOI0318,0.5362825285575278,0.0
TOI0320,0.1127705378087722,0.0
TOI0322,5.163833538975942,0.0771783342553071
TOI0323,2.7924673293020024,0.0
TOI0324,5.5860822522021865,0.0
TOI0325,0.4854317529183307,0.0
TOI0326,0.2473441518649569,3.851501529320012e-05
TOI0327,4.679634836362817,0.0
TOI0328,4.44935226903591,0.0
TOI0329,0.6628231082098619,0.0
TOI0330,6.1361061932556735,0.0
TOI0331,3.204932981874465,2.7114398816377308
TOI0332,0.1943647569724155,0.0
TOI0333,4.741642381784764,0.0
TOI0334,5.33749477989053,0.06284476038331015
TOI0336,3.995996583791461,2.567414405096265
TOI0338,1.3421780613126528,0.0
TOI0340,4.199789929769199,0.0
TOI0343,4.237492793045017,0.0
TOI0344,3.0625776376066765,0.0
TOI0345,0.341675917640206,0.0
TOI0346,3.4621839813944417,0.0
TOI0347,5.756217511588344,0.0
TOI0348,0.4941464704387951,0.0
TOI0349,2.702563996256804,0.0
TOI0350,0.502093871140827,0.0
TOI0351,0.5776370789293848,0.0
TOI0353,0.8069514531239086,0.48240648510758916
TOI0354,2.3459936859393995,0.8167120998280043
TOI0355,1.1161634351920302,0.9436277890962219
TOI0356,1.5570308283978007,0.0
TOI0357,7.723897060940024,0.07024591610544006
TOI0358,7.083819416093817,0.0
TOI0359,4.6044415338762885,0.0
TOI0360,0.1322320836806803,0.0
TOI0361,7.044972476060138,1.5444858759653552
TOI0362,0.8618552105557307,0.0
TOI0363,5.915063525330363,0.0
TOI0364,0.4955903574168162,0.0
TOI0365,3.9700019906677912,0.0
TOI0366,0.8477152076967702,0.0
TOI0367,5.1747107446837255,0.7116774886325992
TOI0368,5.4772185079382085,0.0
TOI0369,5.497003371363874,0.0
TOI0370,2.271197806873357,0.0
TOI0371,10.0,0.0
TOI0373,1.3491627034483982,0.0
TOI0374,2.821167257142608,0.0
TOI0375,3.204143759261825,1.6892430844766833
TOI0376,0.6188377856279643,0.06990442813444878
TOI0379,1.508979521444615,2.0390510569889506
TOI0380,0.5049061883077858,0.00013278705626751375
TOI0381,1.1259598661881776,0.4797512896856953
TOI0382,0.4563565307444224,0.0
TOI0383,6.162608322375647,2.608838025157128
TOI0384,7.22356660393142,1.357143621379171
TOI0385,0.6686794870474535,0.4929340288379958
TOI0386,5.723672807839532,1.1428204672884956
TOI0387,3.098820367641849,0.0
TOI0388,2.922780157410981,0.0
TOI0389,1.4666576906763042,0.36388689300314364
TOI0390,1.6461662339265482,1.2787417476731322
TOI0391,3.777416689063231,1.8277757929726324
TOI0392,5.780204117248703,0.5293998484272231
TOI0393,7.8617502196288775,2.138249780371122
TOI0394,0.5877089065427463,0.19610450147165048
TOI0395,3.1335833882989776,0.121663400862424
TOI0396,3.4876063607173386,0.319792705926839
TOI0397,0.6432922741216212,0.12831417755758226
TOI0398,1.0183571795330244,0.33835786409743496
TOI0399,1.305147300676049,0.36562020994323224
TOI0400,1.8158280614721012,0.005019104625333171
TOI0401,3.7979371034898706,1.725957012278093
TOI0402,7.625606732714101,1.9958614726922081
TOI0403,3.571187529083969,0.0
TOI0404,0.8763960781164685,0.6069687512090703
TOI0405,1.264573583222935,0.0026985226886601294
TOI0406,4.114654226095006,2.585635188506651
TOI0407,1.0816718470474016,0.0019176192844477845
TOI0408,2.4926217444280825,2.4264418045453735
TOI0409,7.04306090037121,2.0153187160004102
TOI0410,2.906908615046838,3.355157671260876
TOI0411,3.906003436184056,0.35010492233439294
TOI0412,1.7209013339919497,0.003307545224332225
TOI0413,1.023962180796276,0.4819180952534055
TOI0414,2.261594769252729,1.3489616218500162
TOI0415,4.3980048205981825,2.4188601324433248
TOI0416,3.4453594824410447,0.017739914463376305
TOI0417,3.716877086061313,1.1591198560237412
TOI0418,7.145522014265468,1.6139845753655664
TOI0419,4.3186121046687065,3.7010016604764266
TOI0420,7.886231329477944,1.0679245003401459
TOI0421,3.945964926073609,4.303227730087768
TOI0422,6.387221356866385,3.6127786431336153
TOI0423,1.9760457906596107,1.186468119869386
TOI0424,7.358196614659091,1.5919354370579626
TOI0425,2.683879272219702,0.8867041612505883
TOI0426,5.67756542361736,0.48770718552497616
TOI0427,0.6091475870795724,0.0
TOI0428,9.18636774335023,0.81363225664977
TOI0429,1.6280976057970356,1.9851358494610336
TOI0430,0.5860628092335781,0.0005486571953849939
TOI0431,8.056294172895726,2.487460676267948
TOI0432,1.123215433806386,0.00014851257795850392
TOI0433,0.5875268326805787,0.00020800679992352689
TOI0434,1.2073988267063016,0.7111384962674896
TOI0435,0.9194764896850606,0.5787219348777893
TOI0436,5.724827105805433,3.8972534838713955
TOI0437,0.45310771922074244,0.17087323466774368
TOI0438,4.154747340237718,0.0
TOI0439,1.9264614164932967,0.004213549758582014
TOI0440,2.580040277172232,2.883300157026382
TOI0441,1.4557265366741128,0.0
TOI0442,4.63499107851514,1.2646049292305248
TOI0443,0.9655402749365264,0.13652334828101098
TOI0444,5.902730664187108,1.1494269591613924
TOI0445,0.7653497558512548,0.0
TOI0446,1.7505874332872113,0.0006516926493109754
TOI0447,2.3051511765452415,1.2374337108432076
TOI0448,7.6300275345404955,1.992615032023054
TOI0449,1.8090218366290685,0.5098249767472495
TOI0450,5.665819610254769,0.052650030512913115
TOI0451,4.308434383021649,1.1955761156966578
TOI0452,2.8607375099471364,1.9089926659772143
TOI0453,0.9016458258046638,0.0
TOI0454,5.795929068571012,0.1231155807966629
TOI0455,1.3981902225987213,0.003403270262815228
TOI0456,0.175980187325314,0.09352965401517188
TOI0457,1.7652361091630193,0.5800095024780255
TOI0458,7.803153413654681,2.843456067760528
TOI0459,2.2201764752077935,0.011812022337323046
TOI0460,1.0341328971074877,0.0
TOI0461,10.0,0.0
TOI0462,3.4192846197640714,0.6539644107128407
TOI0463,2.5295570240631475,1.2544711482774649
TOI0464,2.3034253381955465,1.4844006958935894
TOI0465,0.5314587251526112,0.23660910148030168
TOI0466,0.9191858838454404,0.8201192450510602
TOI0467,4.766051842390069,0.15251143074707524
TOI0468,1.7678424200850307,1.132435576811982
TOI0469,5.757176229840448,4.242823770159552
TOI0470,2.9547455984536724,1.2236619299324625
TOI0471,1.5074759456384172,0.31033676903398155
TOI0472,0.5684512504859629,0.00035729787281912895
TOI0473,0.6557524565157782,0.13124529672126242
TOI0474,0.9455441598768568,0.31587459787553285
TOI0475,7.5464220308665775,2.4144946768408335
TOI0476,0.16692265183201307,0.009846769798234747
TOI0477,1.4696040372043182,0.0037726283466708033
TOI0478,3.0255963944458206,0.06702839406604649
TOI0479,0.8111296042428344,0.116242332236278
TOI0480,5.190274386415026,2.3768051962188967
TOI0481,2.9043824793938304,1.3860394048185471
TOI0482,0.39622568110893697,0.0072866634957765575
TOI0483,2.0766034328723624,1.4534070272179551
TOI0484,1.3847508014151333,0.9908849794105556
TOI0485,2.139276447776373,0.0
TOI0486,6.033774272231415,2.6031744339679093
TOI0487,7.243311798638998,1.867354080755287
TOI0488,0.42877624163971106,0.12925834665916572
TOI0489,1.2154636511804207,0.004483092438707148
TOI0490,2.1076734335383174,0.6978281386901654
TOI0491,0.972278758756179,0.13894532000498125
TOI0492,2.323820089717864,0.7610248401030123
TOI0493,3.593613577034098,0.4367402084839136
TOI0494,5.423212885958359,4.576787114041641
TOI0495,1.2764827071343463,0.0018850549875457144
TOI0496,0.9247130275881033,0.0
TOI0497,1.9640181089091033,0.47034558946814053
TOI0498,1.522403956581793,1.3848213738377138
TOI0499,4.182859035725942,3.223633589841893
TOI0500,5.377368365121138,3.407677450632185
TOI0501,1.1420287455338558,0.4039835140103697
TOI0502,0.9805220074526946,0.4889445288312799
TOI0503,4.394573164691527,2.548326479829446
TOI0504,1.5242897488840004,1.5733043756691176
TOI0505,1.80638289710542,0.91722662910737
TOI0506,3.4855199973725615,1.0514800315284978
TOI0507,1.801308243520265,0.004055892169780473
TOI0508,4.5513999540563725,0.0
TOI0509,7.87985548065004,2.1201445193499606
TOI0510,2.7000502837259805,0.011390304448987754
TOI0511,1.6798740337410951,0.0002464241722415772
TOI0512,3.7509407275322952,4.4210999975252685
TOI0513,0.7801900043638021,0.6801747910110166
TOI0514,0.9572933985751684,0.0
TOI0515,0.7796255251582282,0.0019454476118634656
TOI0516,1.0497143190705993,0.0
TOI0517,6.385606268473064,0.2454893350540335
TOI0518,6.138716944590538,0.10471816365012576
TOI0519,0.44292581955574006,0.1898916081114674
TOI0520,0.39123862874261417,0.1297269238155454
TOI0521,1.1199656275575967,0.9272023308459318
TOI0522,0.3970981419165037,0.00040182534412035176
TOI0523,1.5079028080178158,0.005861159388362434
TOI0524,0.821809966009734,0.0004724142386011987
TOI0525,4.2338853504598095,1.282624773798713
TOI0526,0.5936074730824941,0.0
TOI0527,3.8830180680134503,2.0509818259746853
TOI0528,4.402335156577907,0.15521303808351017
TOI0529,1.6649077410632114,0.0
TOI0530,3.168132317268907,2.8635245964321974
TOI0531,0.5687924994585875,0.0
TOI0532,2.3217888538446942,0.0
TOI0533,4.717621641352351,2.872728944132521
TOI0534,0.31096163111380604,0.05883360802195704
TOI0535,0.9437700572981029,0.47211748685202215
TOI0536,0.5664222521981779,0.3281535861463765
TOI0537,0.6470602389283324,0.3589779489617315
TOI0538,1.6543057215936836,0.014465827261599618
TOI0539,6.9735399257353095,3.332238223298275
TOI0540,0.7261598433386294,0.000473151513516377
TOI0541,1.799857742093426,0.6333165018888096
TOI0542,0.1529999054410551,0.05096325394038151
TOI0543,0.2656232223781161,0.0002923632666934767
TOI0544,8.78352878166328,1.2164712183367197
TOI0545,5.488433670636369,0.1484546001276401
TOI0546,2.4619300691700303,0.5482424451841625
TOI0547,0.6284148129638543,0.12555246175355164
TOI0548,0.4997876892261146,0.2756558027348433
TOI0549,0.34415582949320817,0.12165533993280758
TOI0550,9.447624015780761,0.1767618326379332
TOI0551,0.2427141125935105,0.16628276138477166
TOI0552,0.35838398942113153,0.05605166581146137
TOI0553,8.158326665329536,1.853892573580585
TOI0554,4.889695523254114,1.1218791813528664
TOI0555,0.9091444082942607,0.7512500034655276
TOI0556,6.306520555237458,0.0
TOI0557,7.996681842525078,2.0033181574749226
TOI0558,1.656443015988263,1.3332704341878383
TOI0559,1.1641704505396115,0.0
TOI0560,6.5950454954014335,0.9114214998124481
TOI0561,6.187003969563293,3.4153346119411427
TOI0562,3.6681504965429728,2.349029735699924
TOI0563,3.3493557687143283,2.976795791223752
TOI0564,8.463257263074981,0.464850993562244
TOI0565,1.9001925257211545,0.0
TOI0566,0.8494810430991335,0.0021127798978935156
TOI0567,1.1513933909511713,0.3814308324768229
TOI0568,1.4743078627810489,0.2688171883977509
TOI0569,6.177099145112986,0.9561731171461054
TOI0570,2.9934913440100956,3.086189601935855
TOI0571,1.3536762433955838,0.19013425203796835
TOI0572,1.168326462382109,0.0004313205845419277
TOI0573,2.828058431216026,2.512309817259838
TOI0574,2.0856451653418806,1.2623346724535385
TOI0575,2.5649127748350367,0.4803676136635421
TOI0576,3.410437905321931,2.0618650817724715
TOI0577,1.6597545407976895,0.0015498611322659617
TOI0578,1.5445325257141644,0.5170191786481841
TOI0579,0.9552367160086445,0.5574219047340274
TOI0580,4.873234832888713,0.13512308064851286
TOI0581,7.29830845726185,0.0
TOI0582,4.5483579412420205,0.17198168219665355
TOI0583,6.476565562635482,0.2187520435139747
TOI0584,2.5255530939923663,0.02382473984749056
TOI0586,0.4312473067247634,0.0004205962341515129
TOI0587,4.026275876773315,0.00776357069181266
TOI0588,3.3622069230886447,2.39276616327803
TOI0589,5.001837016644901,0.0
TOI0590,4.8313602630023205,1.6828286315664924
TOI0592,1.1566232585033112,0.0
TOI0593,3.471219727442367,0.0
TOI0594,2.5237123813728406,0.8211346170599509
TOI0595,3.8307211067050657,0.1948304874985052
TOI0596,1.5082615909484434,0.001114713867952144
TOI0598,1.7869695620448571,1.278419258697335
TOI0599,0.4148875180064385,0.0002195344236801816
TOI0600,4.938745403263856,3.081849901184991
TOI0601,10.0,0.0
TOI0602,3.629605066730724,0.0
TOI0603,5.592167342776135,0.0
TOI0604,0.5379215310267441,0.0
TOI0605,6.866334454411274,0.0
TOI0607,2.909735536984942,0.0
TOI0608,1.18878074492625,0.0
TOI0609,3.609641624752646,1.222625172867125
TOI0610,1.991988827543628,1.0685384476476556
TOI0611,5.558863740772619,0.0
TOI0612,9.621777752286913,0.005635789297492533
TOI0613,0.2595819360095091,0.0
TOI0614,0.4416320009904764,0.0
TOI0615,4.642433520399347,0.0
TOI0616,1.0495066250795109,0.3488132208281897
TOI0617,1.8309639698714744,0.6157100111127698
TOI0619,6.739698122391877,2.520326336177022
TOI0620,6.672731065038949,2.217293175724473
TOI0621,3.148547334537844,0.0
TOI0622,2.0475410628717237,1.2316444031559288
TOI0623,2.8837385403934026,2.128555055102774
TOI0624,2.759651639001571,0.0
TOI0625,1.5919964417978376,0.0
TOI0626,3.300115388440637,1.0913908026505728
TOI0627,1.1486320609565426,0.0
TOI0629,2.174268813371286,0.0
TOI0630,0.5476150798713484,0.0
TOI0631,2.5818336990877935,0.019414644106963475
TOI0632,2.8714704895941683,2.6285502933911005
TOI0633,3.31910505618556,2.992866424478804
TOI0634,6.415678696292559,0.08567409662031977
TOI0635,5.464463503337397,0.5501945004744995
TOI0636,0.4179042011888616,0.0002007041337836052
TOI0637,8.123335827800087,1.9754101969854982
TOI0638,4.632800841960984,0.08934814070582409
TOI0639,1.8939610376473643,0.9530560936707376
TOI0640,2.507360338981133,0.005208598372055451
TOI0641,0.943584851752114,0.0
TOI0642,2.250030068922604,0.0
TOI0643,2.287014746073752,1.0881362436516087
TOI0644,0.9625324707879628,0.0013929908609856267
TOI0645,0.91993906243383,0.0001340154119439385
TOI0646,3.0462594624934476,1.6068878775148645
TOI0647,5.27440841171811,0.0
TOI0649,2.250023891730345,0.0
TOI0650,0.770569197309425,0.0012921389144286738
TOI0651,0.5848996751918719,0.193309835884272
TOI0652,10.0,0.0
TOI0653,3.8346117940610513,0.5590192700135663
TOI0654,0.2548633642384615,0.0
TOI0655,0.788513790020452,0.0
TOI0656,0.4067038144168485,0.0
TOI0657,1.3315221571297098,0.19240125887943155
TOI0658,5.605549074581527,0.7266394772572491
TOI0659,5.605549074581527,0.7266394772572491
TOI0660,1.03989233133424,0.0
TOI0661,2.043720048686801,0.0
TOI0662,2.519089865878345,0.0
TOI0663,1.2007390450767397,0.0
TOI0666,3.3476125072523364,0.12564137043871834
TOI0667,3.866986617447893,3.4600421787422198
TOI0668,2.826300160465724,0.0
TOI0669,1.3257165168060423,0.0
TOI0670,4.935430557824491,0.2397809714193333
TOI0672,8.598244190766465,0.3286640622778898
TOI0673,3.66146222548306,1.328126351496759
TOI0674,0.7423155287104835,0.24819093482228316
TOI0675,0.5978189737876818,0.0
TOI0677,0.851630899477516,0.5699897230585008
TOI0678,2.7705106645313156,2.8845168120621634
TOI0679,2.010292504456288,0.0
TOI0680,0.4334143227203358,0.0
TOI0681,3.303833669636361,2.185023545934037
TOI0682,1.3739852349632269,0.0
TOI0683,0.568144831183366,0.0
TOI0684,5.6494418170131935,0.075168143344674
TOI0685,0.8017280273952809,0.0
TOI0686,3.730074241839457,0.5034471602097306
TOI0687,5.83007886058255,2.994934361350198
TOI0688,4.3742248154539,2.190103794655593
TOI0689,1.674131215744732,0.0
TOI0690,4.7891843413800546,0.8074717235821588
TOI0691,3.7861279204336498,0.06587578230525075
TOI0692,0.5195652485239465,0.0012556260388401075
TOI0693,9.250989266028085,0.007007836773945897
TOI0694,2.8921614878674045,2.517706132801299
TOI0695,4.485277852338538,2.301240908078487
TOI0696,0.5021696543651524,0.2822111341863228
TOI0697,6.471418795296691,2.0898843573090886
TOI0698,2.7579259635010724,2.609928697239324
TOI0699,2.714874053105404,2.1744673527137333
TOI0700,4.165296506886845,2.8184482783559237
TOI0701,4.207079867002958,2.027583184024325
TOI0702,4.1050447443910425,2.845100784678446
TOI0703,7.293411080048898,2.498792831327959
TOI0704,7.1040620584922545,2.50219747377412
TOI0705,7.64613145134888,2.2859369283947464
TOI0706,3.7741917643513587,3.31345691669628
TOI0707,2.915850091979012,1.9193207313512963
TOI0708,6.8188898140913485,1.6733473276809705
TOI0709,2.3655977033666074,3.0805306996864763
TOI0710,5.234504950188667,0.8235890784763447
TOI0711,8.426737397626356,1.7438259815526196
TOI0712,7.161144114486488,1.918031338785957
TOI0713,3.2852218262376494,2.381065837856418
TOI0714,2.357623186785062,1.7616048506731035
TOI0715,2.4184126498336194,2.3843568551797207
TOI0716,0.4176333391711802,0.0007052673567279205
TOI0717,3.128080664070726,2.597951829698644
TOI0718,5.049043102736143,3.473021440078255
TOI0719,2.0482597281811445,0.005945469319880492
TOI0720,5.071248782184519,2.608807688844884
TOI0721,2.77920385955469,2.6099194572249576
TOI0722,3.1612385710331514,2.251189722213747
TOI0723,8.300338807047522,1.7390574704395052
TOI0724,6.737030212021693,2.0223720211361433
TOI0725,6.108577227518502,0.3924574470608049
TOI0726,1.6173555551121694,0.0
TOI0727,4.978273065038492,1.1158755113295997
TOI0728,5.219594949446707,2.2859226082688098
TOI0729,3.736140355268224,0.0
TOI0730,0.4416575630692376,0.0
TOI0731,7.41838295271593,2.581617047284069
TOI0732,0.965532431314167,0.0
TOI0733,8.886543275967062,0.0
TOI0734,2.5918546735091557,2.2769510632572816
TOI0735,6.4399018949044935,2.3338407020789
TOI0736,5.955460456345115,0.0
TOI0737,0.8673318462563476,0.0
TOI0738,1.5101025275555304,1.3555716425229
TOI0739,5.461410323804533,2.0224828404856474
TOI0740,5.060260753217998,0.33197199980258607
TOI0741,6.310971039627661,1.5235793203527312
TOI0742,2.195852617473234,2.093316713899276
TOI0743,0.3730325229743151,0.0
TOI0744,0.6152761851716372,0.0
TOI0745,2.355044189099935,0.0064429071239417894
TOI0746,6.061340892344946,2.60101991525354
TOI0747,1.403990348665096,0.3975213461531084
TOI0748,1.014489110268177,0.00033137811975825215
TOI0749,0.4767096490968674,0.15901218730591016
TOI0750,0.41887153784512765,0.00010186533084305394
TOI0751,1.251741124380277,0.3078863573679682
TOI0752,3.2908575465010506,2.1396427928520176
TOI0753,0.5548941256832542,0.0012236703289373319
TOI0754,4.180892841348835,0.4491297164455661
TOI0755,6.1098438990118105,0.7902428493242877
TOI0756,2.0009033388302764,2.4307257504866695
TOI0757,3.6351468660803095,1.2437873188264514
TOI0758,2.2251142653944402,0.02450546398340403
TOI0759,2.10522000707065,0.010528081488444418
TOI0760,4.07244355430493,1.84763036402402
TOI0761,6.20885633620593,0.7319245537798587
