,TOI0106_SECTOR03
f,0.3515073024070141
P,2.8448911108028394
amp,0.0006822839643784925
ph,-0.47897000602096956
T0,1387.299515761231
offset,0.9997575657831942
e_amp,2.2406711804663018e-05
e_ph,0.005226766461375237
e_T0,0.014869581444208826
e_offset,1.5843937861169884e-05
e_f,0.0011970624298431013
e_P,0.009688311572524337
pmax,0.06516597026713031
