,TOI0102_SECTOR37
f,1.3575345800778433
P,0.7366294860368554
amp,0.0010756453277354255
ph,-0.22279334441738727
T0,2309.3634054884687
offset,0.9995690649184359
e_amp,3.049208571922152e-05
e_ph,0.004511678749735221
e_T0,0.003323435598580858
e_offset,2.156116058458302e-05
e_f,0.0008507578508760045
e_P,0.0004616407770597454
pmax,0.08064044505007413
