,TOI104
f,0.7312763101548895
P,1.3674721662844418
amp,0.0003614126760473121
ph,0.045686145196151086
T0,1325.2377214897458
offset,0.9999004993696741
e_amp,1.2238505255234397e-05
e_ph,0.005389458468168688
e_T0,0.007369934446566664
e_offset,8.653930057563442e-06
e_f,0.0009042266902567598
e_P,0.0016908859397834477
pmax,0.045771069503546584
