,TOI0106_SECTOR33
f,0.6998808366104908
P,1.4288146605684768
amp,0.0007016171013085325
ph,-0.06274391785162768
T0,2201.822652731113
offset,0.9997394235486594
e_amp,1.9853137345264205e-05
e_ph,0.004503489066170345
e_T0,0.0064346512014540275
e_offset,1.4038288044664213e-05
e_f,0.0008515901800358586
e_P,0.0017385310046838117
pmax,0.06677363554407775
