,TOI0106_SECTOR06
f,1.055361378767921
P,0.9475427281292476
amp,0.0006537860436968903
ph,-0.2620772707167166
T0,1468.5205928450762
offset,0.9997825787862675
e_amp,2.119151424948046e-05
e_ph,0.005158773695039024
e_T0,0.004888158500798675
e_offset,1.4984663429418985e-05
e_f,0.001068403162831584
e_P,0.0009592521272980731
pmax,0.06159411353538783
