,TOI0106_SECTOR37
f,0.7032188488730249
P,1.4220324179344668
amp,0.000730878828632719
ph,0.21219175267347684
T0,2308.735712627547
offset,0.999732708247008
e_amp,2.1834108393648154e-05
e_ph,0.004754558680204439
e_T0,0.006761136576222426
e_offset,1.5439046106310724e-05
e_f,0.0009349853599278624
e_P,0.001890705140003462
pmax,0.07220912570033834
