,TOI0106_SECTOR13
f,0.7013391300702772
P,1.4258437282685137
amp,0.0006958094880494062
ph,0.4101357577183933
T0,1653.335682839714
offset,0.9997683873550658
e_amp,1.9385996332237445e-05
e_ph,0.004434226891165739
e_T0,0.006322514602488258
e_offset,1.3707969466582637e-05
e_f,0.0007939956060946892
e_P,0.0016142171549866715
pmax,0.06165546019163224
