,TOI0102_SECTOR36
f,0.4530055260757043
P,2.207478590079902
amp,0.0011604300164602607
ph,0.3071956775899484
T0,2281.797677784733
offset,0.9995963078897946
e_amp,3.0050015477190684e-05
e_ph,0.004121410542077821
e_T0,0.009097925532566392
e_offset,2.1248569718682245e-05
e_f,0.0008609436743075712
e_P,0.004195345572850875
pmax,0.09032955754064859
