,TOI0106_SECTOR29
f,0.35429977242693134
P,2.8224686489355113
amp,0.0005929362268039601
ph,-0.05034281648493789
T0,2088.3827108593446
offset,0.9997511348421894
e_amp,2.013070978737116e-05
e_ph,0.005403451207355238
e_T0,0.015251071628812896
e_offset,1.4234561400748549e-05
e_f,0.0010041252208097063
e_P,0.007999192141522851
pmax,0.052857757445009396
