,TOI0103_SECTOR01
f,0.5613832303251808
P,1.7813143428255789
amp,0.0007573355015205449
ph,-0.3267092947204723
T0,1325.8834624285398
offset,0.9997429990125206
e_amp,3.0531397194924496e-05
e_ph,0.006416208897269608
e_T0,0.011429284935271445
e_offset,2.158895799563105e-05
e_f,0.0012337556366970237
e_P,0.003914806307835902
pmax,0.0328537324304013
