,TOI0102_SECTOR33
f,0.6805223144259088
P,1.46945952954328
amp,0.0008592374930919384
ph,0.14894036014906586
T0,2201.514252255038
offset,0.9996357269868801
e_amp,2.5961561869745305e-05
e_ph,0.004808811225273104
e_T0,0.007066353480752258
e_offset,1.835759644829101e-05
e_f,0.0009205910190298521
e_P,0.0019878425983232864
pmax,0.05940408242221837
