,TOI0102_SECTOR10
f,0.9082617302209723
P,1.1010042223806
amp,0.0008608623525239681
ph,-0.17568904552976666
T0,1571.252819385715
offset,0.9996454291801957
e_amp,2.7106451611651624e-05
e_ph,0.005011400197751725
e_T0,0.005517572777763623
e_offset,1.9167155748503885e-05
e_f,0.0008736233837518411
e_P,0.0010590152620954217
pmax,0.06042461575232432
