,TOI0102_SECTOR31
f,0.45392378854494797
P,2.2030129841960884
amp,0.0011427171217796726
ph,-0.2811825160465957
T0,2145.1345049687893
offset,0.9995987154259343
e_amp,2.7426747625522388e-05
e_ph,0.0038199326625451818
e_T0,0.00841536125434177
e_offset,1.939363923189892e-05
e_f,0.000738307337158271
e_P,0.003583202050944842
pmax,0.09460976661097875
