,TOI107
f,0.7596022191458041
P,1.3164785130887724
amp,0.0010593479946885201
ph,0.47661865042836793
T0,1324.6738536662917
offset,0.9995686675720235
e_amp,2.5956702738624027e-05
e_ph,0.003899698274723811
e_T0,0.005133868986203254
e_offset,1.8354160523724478e-05
e_f,0.0006608153673530468
e_P,0.0011452694717209153
pmax,0.08310971816518632
