,TOI0106_SECTOR07
f,0.7013475589842044
P,1.425826592236734
amp,0.0006817817660512936
ph,-0.375988497887292
T0,1492.3426934805511
offset,0.9997360352652731
e_amp,2.022942518076286e-05
e_ph,0.004722351306156582
e_T0,0.0067332540702019295
e_offset,1.4304363724823315e-05
e_f,0.0008727741611524192
e_P,0.0017743336981033886
pmax,0.06577348204638181
