,TOI0109_SECTOR01
f,1.0881425901590105
P,0.9189972059212109
amp,0.001155330514890553
ph,-0.18847170633039545
T0,1325.4746746277165
offset,0.9997863325169273
e_amp,8.511181349753072e-05
e_ph,0.011724753790417068
e_T0,0.010775015973507412
e_offset,6.01831404831887e-05
e_f,0.002085898178259274
e_P,0.0017616575391799477
pmax,0.009967455970758385
