TOI,P_mean,P_std
TIC103701850,2.280591802142137,0.0
TIC103701865,9.637539955689924,0.0
TIC103702088,5.361895506280197,0.0
TIC103702208,5.154025409772995,0.0
TIC103740993,1.250731555899897,0.0
TIC103741287,10.0,0.0
TIC103741366,5.255901008533259,0.0
TIC103741830,6.099946827810518,0.0
TIC103741846,10.0,0.0
TIC103742411,3.035672069162247,0.0
TIC103742712,2.2611970777720067,0.0
TIC103743031,3.035672952993352,0.0
TIC103743097,0.9862862768595594,0.0
TIC103743317,0.7693871902231282,0.0
TIC103743377,4.961669914107688,0.0
TIC103743667,10.0,0.0
TIC103743671,5.255900269949201,0.0
TIC103743734,4.783154785510793,0.0
TIC103750240,5.361887415544659,0.0
TIC103750241,4.698629264004799,0.0
TIC103750262,3.564746780693014,0.0
TIC103750385,6.099946833643503,0.0
TIC103750651,3.7667503547804535,0.0
TIC103750710,4.783158029649442,0.0
TIC103750861,0.6175074180752548,0.0
TIC103751308,1.6557296783440505,0.0
TIC103751358,4.3171880773653095,0.0
TIC103751498,0.9310299611520222,0.0
TIC103751550,5.154025226562251,0.0
TIC103751623,4.961671233648224,0.0
TIC103752440,3.3833075896686955,0.0
TIC103752817,7.073624573415014,0.0
TIC103752843,4.1166602901064095,0.0
TIC103753070,4.961670453284992,0.0
TIC103753153,9.637539323127616,0.0
TIC103753850,4.961669940244579,0.0
TIC103753867,4.462082380536377,0.0
TIC103754110,10.0,0.0
TIC103754380,4.388431765895204,0.0
TIC103754451,10.0,0.0
TIC103754466,4.317177504568203,0.0
TIC103754527,4.617037281715241,0.0
TIC103754627,5.963139824676535,0.0
TIC103802175,0.2835910889213022,0.0
TIC103802294,7.915995521248739,0.0
TIC103802603,0.806735951248823,0.0
TIC103802691,2.6433402679371136,0.0
TIC103802765,2.6173199478083937,0.0
TIC103802941,0.4243467215078487,0.0
TIC103803078,2.6433379903412293,0.0
TIC103803177,5.963140406020947,0.0
TIC103803272,3.8208737439986367,0.0
TIC103803520,0.4918551752822199,0.0
TIC103803629,5.154021537390068,0.0
TIC103804303,5.472244308626092,0.0
TIC103804490,4.053896571627791,0.0
TIC103804702,0.1475053062599456,0.0
TIC103805387,6.716268656022799,0.0
TIC103805849,1.2808553109697476,0.0
TIC103806003,5.7071586244900105,0.0
TIC103806085,10.0,0.0
TIC103806450,4.388436896100163,0.0
TIC103806579,6.550803550557961,0.0
TIC103806682,5.587229467501684,0.0
TIC103807357,5.963138104525106,0.0
TIC103807627,5.0560116559947295,0.0
TIC103808072,9.63753902764909,0.0
TIC103808392,1.0870962196307803,0.0
TIC103808645,3.2993473495217045,0.0
TIC103808655,4.248205647254382,0.0
TIC103809242,3.07072033887842,0.0
TIC103871878,0.2805943883364851,0.0
TIC103884682,4.538204467232376,0.0
TIC103986537,4.181365149336741,0.0
TIC103987587,0.16296262528668,0.0
TIC103994174,0.2949105880428681,0.0
TIC104081562,5.963113568303823,0.0
TIC104449327,5.055984742338675,0.0
TIC104455473,5.472209785193817,0.0
TIC104516504,0.2550267415014335,0.0
TIC104906821,2.4945265963007413,0.0
TIC104907203,1.676591917823417,0.0
TIC104909909,0.6460060179506365,0.0
TIC104909955,1.293303815322588,0.0
TIC105166215,4.053866145198245,0.0
TIC105174536,0.2782454167801397,0.0
TIC105256340,0.5953758052877786,0.0
TIC105259653,4.11662894284157,0.0
TIC105262398,5.9631142933969805,0.0
TIC105633100,5.153996224260972,0.0
TIC105636668,0.2287041405540611,0.0
TIC105896213,1.5960756300278185,0.0
TIC106008329,1.0653054843370708,0.0
TIC106132666,1.1838911090230646,0.0
TIC106222137,4.317156288325884,0.0
TIC106233506,0.5147014601337594,0.0
TIC10757069,2.320385255128016,0.0
TIC10777186,0.4223179975695372,0.0
TIC10780610,0.944237512911276,0.0
TIC10784363,0.6539447302783089,0.0
TIC10849114,0.4936798757177393,0.0
TIC10855755,2.752800998168952,0.0
TIC10856385,4.870765249564278,0.0
TIC10861742,0.8964941218179231,0.0
TIC10891640,6.099900674204449,0.0
TIC109435667,2.840995449662748,0.0
TIC109442063,0.1934281338801954,0.0
TIC109645221,1.6253201938244122,0.0
TIC109755532,5.832274038079261,0.0
TIC10981293,0.1594458906008128,0.0
TIC10982979,5.587217646221426,0.0
TIC10983000,0.179948673113106,0.0
TIC10983075,5.8323299455256,0.0
TIC10983289,4.870763177376422,0.0
TIC109841888,2.7245491073000747,0.0
TIC109851914,1.07389619388907,0.0
TIC10987644,0.1089897278324005,0.0
TIC10988057,0.7233352894850914,0.0
TIC10988549,6.393277988817761,0.0
TIC10994342,3.9339240709078647,0.0
TIC110103337,5.9630748144165295,0.0
TIC1102338384,7.266890443637753,0.0
TIC1102339958,0.7627445691499067,0.0
TIC1102355041,2.566733700427736,0.0
TIC1102359033,0.4579556406829022,0.0
TIC1102360839,1.9324574527931808,0.0
TIC1102362667,1.960962835847866,0.0
TIC1102367934,4.317115465067403,0.0
TIC1102367991,0.1970114360374961,0.0
TIC1102370899,0.4216444033158375,0.0
TIC1102373147,2.2805368766739083,0.0
TIC1102373262,6.890259007134156,0.0
TIC1102373732,6.716212413513904,0.0
TIC1102418286,0.1407099670839716,0.0
TIC1102419072,1.1838722821852758,0.0
TIC1102421642,0.3428158517250406,0.0
TIC1102427606,4.783087058876981,0.0
TIC1102429655,0.1265763522358614,0.0
TIC1102440983,6.243118418921809,0.0
TIC1102441603,1.0484908004199454,0.0
TIC1102450291,1.312441160254174,0.0
TIC1102450424,0.782963827275541,0.0
TIC1102455399,10.0,0.0
TIC1102456537,0.1132586335823507,0.0
TIC1102456538,0.1959950771897968,0.0
TIC1102457429,0.1225508101845231,0.0
TIC1102460173,3.3832550513840403,0.0
TIC1102464545,0.293281346302186,0.0
TIC1102469580,0.5475543159481292,0.0
TIC1102474025,5.361834583978754,0.0
TIC1102475240,1.028218195369865,0.0
TIC1102493238,0.1619689779630219,0.0
TIC1102500218,0.1485743126050589,0.0
TIC1102501819,0.1672678436981476,0.0
TIC1102503442,0.508788288194629,0.0
TIC1102504946,4.961626071553321,0.0
TIC1102511831,0.7605737844179122,0.0
TIC1102519218,5.83229007076109,0.0
TIC1102523397,1.9609779216200856,0.0
TIC1102528036,1.6556966695764035,0.0
TIC1102537792,4.698589299093244,0.0
TIC1102542940,3.00136162287333,0.0
TIC1102544620,5.055973602091857,0.0
TIC1102547628,4.698591579319082,0.0
TIC1102552650,0.4419760536491398,0.0
TIC1102554583,9.637533154495488,0.0
TIC1102555267,9.300423870190109,0.0
TIC1102555319,9.300424037361635,0.0
TIC1102567841,9.637534817605108,0.0
TIC1102568272,5.055986802773521,0.0
TIC1102569055,6.890294036757992,0.0
TIC1102571593,1.0282270754293723,0.0
TIC1102573121,4.698598557696398,0.0
TIC1102574700,5.15398807003575,0.0
TIC1102578696,3.2993211711294954,0.0
TIC1102586956,4.116641341871766,0.0
TIC1102591398,2.8717112349409337,0.0
TIC1102598169,0.4563916025548367,0.0
TIC1102601958,0.1544441960221902,0.0
TIC1102607203,4.783136711650953,0.0
TIC1102609055,5.472224528071159,0.0
TIC1102610292,1.100588215894778,0.0
TIC1102613201,5.154001720555431,0.0
TIC1102613522,0.6021197164177664,0.0
TIC1102617332,1.0653110102039545,0.0
TIC1102617333,0.1402676956964532,0.0
TIC1102623645,5.1540098007675805,0.0
TIC1102624588,1.3189738693681885,0.0
TIC1102628617,3.714113912620893,0.0
TIC1102630962,0.7852871994760421,0.0
TIC1102633889,1.1945323982965543,0.0
TIC1102634239,10.0,0.0
TIC1102635115,3.56473472395341,0.0
TIC1102636440,4.46206737969701,0.0
TIC1102636535,5.3618775409894095,0.0
TIC1102642371,2.382767006317245,0.0
TIC1102647493,0.1296023366142789,0.0
TIC1102649555,5.056009914861603,0.0
TIC1102650288,3.9339309008335848,0.0
TIC1102671080,1.0087354042309136,0.0
TIC1102671807,1.016446769184268,0.0
TIC1102674981,1.0739234589883433,0.0
TIC1102681050,10.0,0.0
TIC1102683254,1.4642511728365897,0.0
TIC1102692163,0.9973872796083628,0.0
TIC1102693710,2.935147792454472,0.0
TIC1102694587,0.1133585980567515,0.0
TIC1102698089,0.3901077084461486,0.0
TIC1102698835,3.1433377815114807,0.0
TIC1102699891,4.698642536838507,0.0
TIC1102705218,1.3322032400699215,0.0
TIC1102705788,8.692355325721602,0.0
TIC11039148,9.637531687995926,0.0
TIC11039900,4.317132155956604,0.0
TIC110422018,0.9899310608536508,0.0
TIC110428269,0.6507377127323634,0.0
TIC11045504,9.637531816033608,0.0
TIC110541820,5.055941857209944,0.0
TIC110553661,2.669827207708593,0.0
TIC110683288,1.069576401922267,0.0
TIC110738155,9.637529507903151,0.0
TIC110744442,8.158858267823089,0.0
TIC110863304,0.18956694593064,0.0
TIC110864863,1.0960305312459788,0.0
TIC110978219,7.073565214836991,0.0
TIC110981024,0.9899308846400772,0.0
TIC110985895,2.151365999399158,0.0
TIC110986269,0.5290290039421465,0.0
TIC110990131,7.073563042698998,0.0
TIC11111668,3.4716486748701185,0.0
TIC11111899,3.933925475586036,0.0
TIC11113164,1.41740809697166,0.0
TIC11113493,0.1521468677318014,0.0
TIC11114789,0.1817942159534351,0.0
TIC11116617,0.2659995678825674,0.0
TIC11117282,3.7141200246021873,0.0
TIC11119600,0.6104154424492797,0.0
TIC111210314,4.4620144843356,0.0
TIC111214481,4.053832692967102,0.0
TIC111221574,8.986092026600614,0.0
TIC111335993,2.3203427122643294,0.0
TIC11136205,0.5626171959808722,0.0
TIC111443222,0.5940366592382876,0.0
TIC11145365,1.8517244997416165,0.0
TIC11145790,9.30038798041951,0.0
TIC111562139,0.5544005058037316,0.0
TIC111562147,1.7539868549712554,0.0
TIC111669871,4.462012738010769,0.0
TIC111784356,9.300417457136149,0.0
TIC111787652,1.7894042011961937,0.0
TIC111790491,2.36156453331934,0.0
TIC111790795,5.36182777828967,0.0
TIC111907945,3.876520728738859,0.0
TIC111909059,3.820814166627328,0.0
TIC112021355,3.876516285726352,0.0
TIC112022245,4.388365136100338,0.0
TIC112026224,0.1133066095249437,0.0
TIC11210189,9.637537394333645,0.0
TIC112158960,0.5248522955091727,0.0
TIC112172486,5.707089539066631,0.0
TIC11218613,3.2589013008258263,0.0
TIC112625156,3.4268531162425035,0.0
TIC112731972,5.15395212472172,0.0
TIC112736870,4.116594026328601,0.0
TIC112740814,8.692316657392432,0.0
TIC112848762,0.1876936776750597,0.0
TIC112857453,3.3407458750625967,0.0
TIC112857508,3.383255248571997,0.0
TIC112857692,3.0013486188800944,0.0
TIC112981536,10.0,0.0
TIC112981566,10.0,0.0
TIC113098812,2.448550735906965,0.0
TIC113329742,9.637529643042406,0.0
TIC113445870,5.587170791729747,0.0
TIC11344866,5.707148666293151,0.0
TIC11345334,0.6146498626104124,0.0
TIC11354382,1.1838982396872029,0.0
TIC11365252,1.143164029714437,0.0
TIC11367235,2.083938974662041,0.0
TIC11469657,0.8372156423026423,0.0
TIC11469862,1.472351332409466,0.0
TIC11479883,3.4269062140278126,0.0
TIC11480287,1.1581142118328789,0.0
TIC11480757,0.2021074255971764,0.0
TIC11498256,1.158100724663727,0.0
TIC11499710,0.1281636115229273,0.0
TIC11500106,4.462035215756638,0.0
TIC11511493,2.0677298436883227,0.0
TIC11575768,0.1416879842985192,0.0
TIC115770185,4.961627568331885,0.0
TIC11586059,1.1238488209795174,0.0
TIC115876322,1.0049076543880708,0.0
TIC115878942,2.280556703415904,0.0
TIC115883501,0.1167406084512146,0.0
TIC115995170,0.1038381771939387,0.0
TIC115998554,3.035630650680448,0.0
TIC116105326,0.9973681401974578,0.0
TIC116112613,0.3988774686116156,0.0
TIC116114666,1.448276652063353,0.0
TIC116116717,2.2805577599307765,0.0
TIC11615886,1.189177095914726,0.0
TIC11618492,5.587182712121666,0.0
TIC11620634,2.6433046279991523,0.0
TIC116224697,0.206982567624465,0.0
TIC11626063,3.6131441204735313,0.0
TIC11627579,4.698581416841164,0.0
TIC11631181,4.961617260592477,0.0
TIC116351049,9.637533690363847,0.0
TIC116358203,8.692329956837794,0.0
TIC116358257,1.826291861283166,0.0
TIC116446425,0.1399710570377063,0.0
TIC116456555,0.2665299060044259,0.0
TIC116456912,3.933899374076385,0.0
TIC116458874,0.3450442395209182,0.0
TIC116564055,1.3456592256897597,0.0
TIC116567335,4.616999527527026,0.0
TIC116683043,4.698590769297477,0.0
TIC116692194,0.2610351175191955,0.0
TIC116786255,9.637533350719806,0.0
TIC116797485,0.223137115383898,0.0
TIC116802021,8.9861020185661,0.0
TIC11695763,5.47222984127989,0.0
TIC11695776,10.0,0.0
TIC11695801,7.073614997965943,0.0
TIC11695830,10.0,0.0
TIC11695948,5.832331523380389,0.0
TIC11695964,2.967889887268392,0.0
TIC11695968,7.68712848739804,0.0
TIC11696039,1.0653127730471408,0.0
TIC11696159,1.210854653645083,0.0
TIC11696250,0.146690946479967,0.0
TIC11696421,0.3009208835355351,0.0
TIC11698190,0.1703782460345168,0.0
TIC117013343,6.099911630618884,0.0
TIC117018680,0.3833503434836678,0.0
TIC117024606,0.2082795721259792,0.0
TIC11704852,3.383302431279001,0.0
TIC11705892,3.0013929664501133,0.0
TIC11708996,0.1000119256718128,0.0
TIC11710677,1.946646940581404,0.0
TIC117125656,0.7253012386115577,0.0
TIC11713504,4.783104074985493,0.0
TIC11713875,2.9030477167710784,0.0
TIC117142629,1.5229344280139014,0.0
TIC11716579,0.3280162473536132,0.0
TIC117237284,1.148100881838903,0.0
TIC117256577,1.6872238280998306,0.0
TIC11728614,4.24815769596606,0.0
TIC117364982,8.692330451358117,0.0
TIC117485231,1.4972108338520156,0.0
TIC117678812,5.963105111014436,0.0
TIC117789567,1.1581037873738662,0.0
TIC11784207,3.876575738001152,0.0
TIC11788343,10.0,0.0
TIC11789894,1.918555747352219,0.0
TIC117905020,6.099913982995607,0.0
TIC11793277,0.7541100770077467,0.0
TIC11793436,3.5175841085078607,0.0
TIC11798617,5.255893782683444,0.0
TIC11835330,3.383251924858573,0.0
TIC11835419,5.0559472151391365,0.0
TIC11844816,0.1661180337669898,0.0
TIC11891615,5.0559474703252425,0.0
TIC11891826,0.1242107626735654,0.0
TIC11893837,5.832273199641332,0.0
TIC11895653,2.005334214165914,0.0
TIC11908422,10.0,0.0
TIC11910626,3.383304604117725,0.0
TIC11914170,0.5332863056402439,0.0
TIC11915139,0.8067340573604682,0.0
TIC11916096,2.8410441701029088,0.0
TIC11918748,1.5495779785587762,0.0
TIC11929884,7.91598776084544,0.0
TIC11938816,3.340738022439554,0.0
TIC11940810,2.752751872764597,0.0
TIC11978361,0.6203777576397981,0.0
TIC11982614,0.9310135749763762,0.0
TIC11995250,1.5495442320691382,0.0
TIC120043084,3.933876453101044,0.0
TIC120043638,1.3524933372035166,0.0
TIC120044687,5.472173768469641,0.0
TIC120044787,4.616974731339434,0.0
TIC120045236,0.1071427850980187,0.0
TIC120045750,3.8765174344887616,0.0
TIC120046287,9.637528943897506,0.0
TIC120101644,0.1404128300984729,0.0
TIC120101651,1.5960541265873345,0.0
TIC120103325,0.9408891363127712,0.0
TIC120103828,4.961600584370375,0.0
TIC120105003,5.963082219379641,0.0
TIC120105470,2.591760870832643,0.0
TIC120105569,7.687091248406501,0.0
TIC120105633,1.86470063131117,0.0
TIC120106078,0.9754077167312382,0.0
TIC120107253,5.472176922366939,0.0
TIC120107336,7.073570561122491,0.0
TIC120107519,0.1588709783156146,0.0
TIC120107536,0.158870980745774,0.0
TIC1201194272,0.2030284048326228,0.0
TIC1201200652,0.2402732896310393,0.0
TIC1201205500,4.24813341131519,0.0
TIC1201205549,0.8672333913976001,0.0
TIC1201205728,3.613122113122373,0.0
TIC1201210846,0.717465920797895,0.0
TIC1201222811,3.4715941806938955,0.0
TIC1201224328,0.1781362956840713,0.0
TIC1201242680,0.1129703391333616,0.0
TIC1201246068,3.143273604750453,0.0
TIC1201247611,0.2753603492915203,0.0
TIC1201258377,0.9899363396442908,0.0
TIC1201274414,1.851720664254012,0.0
TIC1201286482,0.1644738616311066,0.0
TIC1201290855,0.1156740623558232,0.0
TIC1201291127,0.1920332892567792,0.0
TIC1201291460,5.472194246093935,0.0
TIC1201291562,0.8345761424452067,0.0
TIC1201292734,0.4701060787741757,0.0
TIC1201307286,0.5087882387310482,0.0
TIC1201308505,0.1308119382721787,0.0
TIC1201308605,0.1020448511590798,0.0
TIC1201312495,0.1559832045522931,0.0
TIC1201313927,0.8875076928728592,0.0
TIC1201321164,0.188494431344419,0.0
TIC1201328460,7.26692420257068,0.0
TIC1201328516,1.3060055181765349,0.0
TIC1201330283,7.073601511404932,0.0
TIC1201355818,0.9936493745685238,0.0
TIC1201358710,0.1068006778887806,0.0
TIC1201359434,0.1253258383767214,0.0
TIC1201360406,2.2233656167369604,0.0
TIC1201364356,10.0,0.0
TIC1201391544,0.9409124145304492,0.0
TIC1201393311,0.8616368186340503,0.0
TIC1201397671,0.1829211408484708,0.0
TIC1201398430,3.933945309133176,0.0
TIC1201404779,1.0049265432878451,0.0
TIC1201414082,3.383331355530228,0.0
TIC120173385,0.4556023224995926,0.0
TIC120173450,5.361820744918981,0.0
TIC12017514,8.986111184242821,0.0
TIC120175415,0.1568092533974882,0.0
TIC120179009,5.153946748826159,0.0
TIC120182015,5.96307693265264,0.0
TIC12021634,9.300431121443506,0.0
TIC12024004,0.3114968845674239,0.0
TIC120250388,2.724548499211855,0.0
TIC120251215,10.0,0.0
TIC120251682,9.300417206546458,0.0
TIC120251815,0.7540935705199449,0.0
TIC120252452,0.1254417242542064,0.0
TIC120253552,2.9678474519628173,0.0
TIC120253642,0.1500828148004428,0.0
